,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Ngày đăng,Ngày hết hạn,Hướng ban công,Category
21,Tin VIP Vàng,40182399,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-truong-thanh-1/chinh-chu-can-ban-tai-khu-dan-cu-dai-hoc-mo-dg-tam-da-pho-duc-pr40182399,"288,8 m²","16,6 tỷ",Đông - Bắc,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,"Chính chủ cần bán biệt thự tại khu dân cư đại học Mở, đg Tam Đa, Trường Thạnh, thành phố Thủ Đức","Đường Tam Đa, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",12 m,12 m,Chưa Xác Thực,11/11/2024,21/11/2024,Đông - Bắc,Biet Thu
22,Tin VIP Vàng,35591737,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/cap-nhat-gio-hang-chuyen-nhuong-moi-nhat-du-an-quan-9-thanh-pho-duc-pr35591737,102 m²,"11,49 tỷ",Tây,,,,,,"Giỏ hàng chuyển nhượng mới nhất tháng 11, giá tốt tại Verosa Park Khang Điền Quận 9 (TP Thủ Đức)","Dự án Verosa Park, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,5 m,Chưa Xác Thực,11/11/2024,18/11/2024,,Biet Thu
23,Tin VIP Vàng,33142814,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-long-thanh-my-prj-vinhomes-grand-park/quy-can-dep-nhat-gia-tot-nhat-t4-2022-htls-2023-lh-0898800822-pr33142814,126 m²,Thỏa thuận,,5 tầng,3 phòng,4 phòng,,,GIỎ HÀNG NHÀ PHỐ BIỆT THỰ VHGP GIÁ TỐT T11/2024 LÀM VIỆC CHÍNH CHỦ 0938 703 ***,"Dự án Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh.",30 m,8 m,Chưa Xác Thực,07/11/2024,14/11/2024,,Biet Thu
24,Tin VIP Vàng,33604903,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/ban-bason-quan-1-day-quang-truong-pr33604903,225 m²,165 tỷ,,4 tầng,,,Hợp đồng mua bán.,,"Bán biệt thự Vinhomes Ba Son, chuyển nhượng lại 10 căn biệt thự gấp. LH 0933 384 *** Trọng","Dự án Vinhomes Golden River Ba Son, Phố Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Hồ Chí Minh",,,Chưa Xác Thực,10/11/2024,17/11/2024,,Biet Thu
25,Tin VIP Vàng,41485570,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d16-phuong-phuoc-long-b-prj-hung-phu-1/an-mat-tien-khu-dan-cu-1-quan-9-tp-hcm-pr41485570,185 m²,18 tỷ,Đông - Nam,3 tầng,10 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán biệt thự mặt tiền Khu dân cư Hưng Phú 1, Phước Long B, Quận 9, TP HCM","Dự án Hưng Phú 1, Đường D16, Phường Phước Long B, Quận 9, Hồ Chí Minh",,10 m,Chưa Xác Thực,10/11/2024,17/11/2024,,Biet Thu
26,Tin VIP Vàng,41485510,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d4a-phuong-phuoc-long-b-prj-hung-phu-2/-mat-tien-khu-dan-cu-2-quan-9-tp-hcm-pr41485510,176 m²,23 tỷ,Tây - Nam,4 tầng,11 phòng,3 phòng,Hợp đồng mua bán,Đầy đủ,"Biệt thự mặt tiền Khu dân cư Hưng Phú 2, Phước Long B, Quận 9, TP HCM","67d4A Hưng Phú 2, Đường D4A, Phường Phước Long B, Quận 9, Hồ Chí Minh",,8 m,Chưa Xác Thực,10/11/2024,20/11/2024,Đông - Nam,Biet Thu
27,Tin VIP Vàng,41485361,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-do-xuan-hop-phuong-phu-huu-2-prj-the-venica/ban-don-lap-view-song-pr41485361,487 m²,90 tỷ,Tây - Nam,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bán biệt thự đơn lập The Venica view sông,"Dự án The Venica, Đường Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,"13,5 m",Chưa Xác Thực,10/11/2024,25/11/2024,Tây - Nam,Biet Thu
28,Tin VIP Vàng,40763100,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hoang-quoc-viet-phuong-phu-my-9-prj-khu-dan-cu-phu-my/ban-can-goc-2-mat-tien-van-phat-hung-quan-7-vi-tri-sieu-dep-pr40763100,"466,5 m²",100 tỷ,,,,,,,"Bán biệt thự căn góc 2 mặt tiền Phú Mỹ Vạn Phát Hưng, Quận 7. Vị trí siêu đẹp","Dự án KDC Phú Mỹ, Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
29,Tin VIP Vàng,41105650,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-park-riverside-tan-cang/-view-song-5x20m-100m2-so-hong-ban-gap-15-5-ty-lh-ngay-pr41105650,75 m²,9 tỷ,Tây - Bắc,3 tầng,,,Sổ đỏ/ Sổ hồng,Hoàn thiện full nội thất.,"Giỏ hàng các căn giá rẻ đẹp DA Park Riverside 2 mặt sông, 2 hồ, công viên 2 hecta: LH 0944 272 ***","Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,09/11/2024,19/11/2024,Tây - Bắc,Biet Thu
30,Tin VIP Vàng,41392938,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/28-ty-so-huu-can-sieu-dep-pho-di-bo-ham-5-tang-rong-thoang-dep-gia-tot-nhat-pr41392938,140 m²,28 tỷ,,5 tầng,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"28 tỷ sở hữu căn siêu đẹp, phố đi bộ Vạn Phúc City, hầm 5 tầng rộng thoáng đẹp, giá tốt nhất","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",14 m,7 m,Chưa Xác Thực,09/11/2024,16/11/2024,,Biet Thu
31,Tin VIP Vàng,41470314,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-bung-ong-thoan-phuong-phu-huu-2-prj-park-riverside-tan-cang/ban-nhieu-can-pho-co-noi-that-va-chua-noi-that-pr41470314,75 m²,"8,35 tỷ",,2 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Bán nhiều căn nhà phố biệt thự Park Riverside. Có nội thất và chưa nội thất 0966 514 ***,"Dự án Park Riverside Tân Cảng, Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",20 m,5 m,Chưa Xác Thực,08/11/2024,18/11/2024,,Biet Thu
32,Tin VIP Vàng,41468241,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng/-cao-cap-so-hong-rieng-dang-cho-e-100tr-thang-sang-ten-cong-chung-trong-ngay-pr41468241,"882,4 m²",47 triệu,Đông - Nam,4 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Biệt thự cao cấp Nhà Bè , sổ hồng riêng, đang cho thuê 100tr/ tháng, sang tên công chứng trong ngày","Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",17 m,13 m,Chưa Xác Thực,08/11/2024,15/11/2024,,Biet Thu
33,Tin VIP Vàng,26279737,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-xien-phuong-long-thanh-my-prj-the-manhattan-vinhomes-grand-park/p-tu-khoa-de-tim-theo-cum-tu-dat-bantim-kiem-gio-hang-100-can-pho-ong-mai-s-pr26279737,200 m²,"22,5 tỷ",Đông - Bắc,,6 phòng,4 phòng,Pháp lý: Sổ hồng vĩnh viễn.,"Bàn giao hoàn thiện bên ngoài, thô bên trong.","Bán nhiều nhà phố và biệt thự giá tốt nhất từng khu, Nhà Phố 126 m2 giá 18 tỷ. LH 0938 449 ***","Dự án The Manhattan, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh.",24 m,8 m,Chưa Xác Thực,08/11/2024,15/11/2024,Tây - Nam,Biet Thu
34,Tin thường,41288258,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/can-ban-hoan-thien-full-noi-that-o-5x22m-ham-4-lau-co-thang-may-25m-city-pr41288258,110 m²,"17,4 tỷ",,5 tầng,,,Sổ hồng.,Đầy đủ,"Cần bán: Nhà hoàn thiện full nội thất ở 5x22m, hầm + 4 lầu có thang máy, đường 25m Vạn Phúc City","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",25 m,5 m,TIN XÁC THỰC,02/11/2024,13/11/2024,,Biet Thu
35,Tin thường,35073747,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-thi-dinh-phuong-cat-lai-prj-khu-biet-thu-sol-villas/-vuon-full-noi-that-can-ban-nhanh-dt-132m2-gia-12-9-ty-pr35073747,120 m²,11 tỷ,,,4 phòng,,Sổ hồng,,"Biệt thự vườn khu compound Sol Villas, nhà 2 mặt tiền trước sau. Giá 11 tỷ. LH: 0902 746 ***","Dự án Sol Villas, Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",,,TIN XÁC THỰC,05/11/2024,16/11/2024,,Biet Thu
36,Tin thường,40950060,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/chu-thien-chi-can-day-nh-hoan-thien-phong-cuc-dep-9x20m-ham-4-lau-kdt-city-pr40950060,189 m²,31 tỷ,,4 tầng,,,,,"Chủ nhà thiện chí cần đẩy nhanh nhà hoàn thiện văn phòng cực đẹp 9x20m, hầm, 4L KĐT Vạn Phúc City","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",14 m,,TIN XÁC THỰC,09/11/2024,19/11/2024,,Biet Thu
37,Tin thường,40778106,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-quoc-lo-13-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/ban-nh-full-noi-that-cao-cap-5x20-5m-ham-4-tang-moi-hoan-thien-so-hong-san-pr40778106,"102,5 m²","18,8 tỷ",Đông - Bắc,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán nhanh - Nhà full nội thất cao cấp - 5x20,5m - Hầm 4 tầng - Nhà mới hoàn thiện - Sổ hồng sẵn","Dự án KĐT Vạn Phúc City, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",13 m,5 m,TIN XÁC THỰC,11/11/2024,21/11/2024,Đông - Bắc,Biet Thu
38,Tin thường,40917134,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/chinh-chu-ban-can-goc-17x14m-xay-dung-1-tret-3-lau-so-hong-rieng-pr40917134,"214,4 m²",28 tỷ,Bắc,4 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,Chính chủ bán căn góc biệt thự Verosa Khang Điền 17x14m. Xây dựng 1 trệt 3 lầu. Sổ hồng riêng,"Dự án Verosa Park, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",16 m,17 m,TIN XÁC THỰC,06/11/2024,22/11/2024,Bắc,Biet Thu
39,Tin thường,41378247,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-d1-phuong-phuoc-long-b-prj-riviera-cove/sieu-dep-ban-dt-501m2-so-hong-gia-chi-55-ty-anh-chi-xem-n-e-nhi-a-pr41378247,501 m²,55 tỷ,Đông - Nam,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Siêu đẹp! Bán Biệt Thự Riviera Cove DT 501m2 sổ hồng, giá chỉ 55 tỷ, anh chị xem nhà nhắn e Nhi ạ","Riviera Cove, Đường D1, Phường Phước Long B, Quận 9, Hồ Chí Minh",12 m,16 m,TIN XÁC THỰC,31/10/2024,30/11/2024,Đông - Nam,Biet Thu
